dataset,model,item_id_hash,scalar_difficulty,score_band,valid_visible_content,no_invented_outcomes,no_answer_leakage,no_unavailable_reconstruction,rationale_consistent,no_systematic_default,spot_check_pass
junyi,gpt-5.4,c237a6c7f131c69c0204a8eaaac868d782dba3eb7032ff285bf1077afa008583,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a682f7c973e0e9a48547664fa92b034f80a84f7d98e325ad537038fedb828fd6,0.3,low,True,True,True,True,True,True,True
junyi,gpt-5.4,1b31f59b80c8a6867d3123151a4b96422cc0e73b4ac05d1bc0c37177159e97ea,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,34e78f30a063642018bebf493188367ff5da6532f257b4323085650463740247,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,51284fac75626d3ebcd0f9a38e2e9d1d134d9354b5dd11082ce5d3dc9385b868,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,b468d9610bb391ae7957b3f375544bd1c478e8fd910468cf81b5df0271fbef20,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,9060593a7d878e60022e4d43887a8619b28a2f83d1af21446413b2d094f7d8af,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,abd5b963813e33ee6783b40f4f009e2e1f02477fa28826a97ea8f1377f11c78e,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,394d56108177756ed44e1587013cbc23ba3d8269949592abdc1299e6771f069d,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,171a14ca07808b7943e237c9ab1f6290935579b1c248f364fa93cbf04c569c2e,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,95b75d8785e7833300e76825f3011ad291167e4ecda4782595680cac2060ffc1,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,082cdffee1d6449979ba96e8c9fe5fcee87605fc5d0047a3a234a7c5bdd6789f,0.72,high,True,True,True,True,True,True,True
junyi,gpt-5.4,6a31cbed59bf9dcb5d845a5c7bdfa783eff01752bfc560b375b447feb0b16c01,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a3645adc81bb90a7f91a88838dca75d8211ac009fa9177c5f81336706a95ba25,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,516daea6f5616679e1abd13cf682b980dfd1f24ee5e97b688598a163f18bbb7d,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,41061dd725ee9be4c94855e94628575231564befedbc1869fcad51152bb2c74f,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,7c38a5c5bb8110b581f37eb3a8b718e12c1f328d9b13e1948eb628052d70187d,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,75ec33c7de5327bd47dcd7f73942da8d85f27459d35b590d90c1e30a780b6ea8,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,b0d15479b0d93da756c56c4e8dba3316904c863222a94190f302a1ca5e86d91d,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,5542009eed24620e73a13932ccab3a6797bc3e371cf915ab7a5ca74ccccc6582,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,6cf873c801b05ffc947a15cd860446fe10fbeb8012fffbfe9eef28658ae07c28,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,4306d4e338551c0e38956c633ba317d4bf23fefe533c2311c81fe5aeb820c1a0,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,1bfbed96a6c345d9a6404d6424e6efe35642efecc02624a09bca5c28a2bd1601,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,2e928c434d4eccf84977ac75e9390da24cc7f1e2963a01bd685253b3009786a3,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,26b5f2338b6a4bda34dcc3f342f3662a3aa212474530324616d5265fa9c23acd,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,87cfb4be6444a4f795bdc903b15ae0b1e4bba95be057fdb80ecce98fa3b33ebd,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,cc4a49736ff010ede073ab2fd0361785933742166fe786f3d7b48aea1f515015,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,6326ccde1b531a271ec7ee09fa00849214908182495ee4a8be20bd899718b6b8,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,09c681165b1b06e90723ff7c21effc17df9796921a3839bb7ee6e75fbda160b6,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,7780e869e175b01304dd43bbf0dbb845b2289ef228fd755b6da77a1970071b7e,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,32644c83e9e58a1be0fa7cd183914c8736a360dcb8cba7c3751c47e14c7f6bc7,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,caee16b17fda68de02ca25387843063dacd3ac23be510792e6c1c11ec904d1ff,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,261d70b12880c7cc5f272e2d9cbbfb31258fca111a4867fa139e25ee618fcdcd,0.3,low,True,True,True,True,True,True,True
junyi,gpt-5.4,e9280f2b8b71989c1c4955520424087e189002a0ae5432846fa5f637eb8f32fc,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,d1816f6c948ccb441f1bb0b7aed1526f8cd6e6ea50c903c2f66eb8eafd271c9b,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,c2aa927f5b4fc436fe4271d23b92df5cad602111131023e0c062229fea1f38c9,0.9,high,True,True,True,True,True,True,True
junyi,gpt-5.4,70b84a21baf768d69d629dbaf61a2ebfbbb74db2a9384d22af25f86e27c9b71f,0.9,high,True,True,True,True,True,True,True
junyi,gpt-5.4,a4583213b549c96518b1ffb9180780c83f3915aeee8ab788b11be990a5019eaf,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,b591ba89acc56a57e6b64e899303272a7bde7d22deaffa3caa9ac41417394b1d,0.3,low,True,True,True,True,True,True,True
junyi,gpt-5.4,92e2eac8aa9246106c73b78698ab758d53e58175e70901928c300f16c280bbf1,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,7ce7bb8faab1e2e2e21b92fcf443d40ceeae6f3738ce06b539ea4429cb5fda70,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,cd8dc3bbcf732c0b8c3803e0ccca1d480bfdcc6400e9cf810205169aaf4e98fd,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,76ccb6849dc3ebd876de7277f33b01591b269d77beba793d1adf4299b3bb3018,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,e46d6d1fa7c114025cf610bfb29a714a18e647b104daeae3dda4b054472c25cd,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,ccd45bffafa5e8eca9489fdfb56582ffd5fe4e53c76559f6e6fa308640f8d1b3,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,b6c788d0fe23aa4f4bc8dd1322f3c9bfe9e57e575d05fe843c617e6244d3a2bc,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,02ae0e09624e1236f8bda3c09d87245d5748bb5f14f5813dc9a8623f399324d5,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,4ae2339a72e5f916c5b5b416ee4a736683cc9315df478ac9193d0d34333274f6,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,6987be06b5f4f2fc83b83920cb795557063074ee0921d3911221900ac3dcb551,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,14c91eb3a9495cff97a0d7fc046fac047beebae34c5f922bf116641a04f139c8,0.82,high,True,True,True,True,True,True,True
junyi,gpt-5.4,736ce679b9527b0d84e49ad79d9ce0e02d565c80679676a5c3d5760cc2f66b94,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,d1c79ad762ce81be65453f584d7ea2ea16a88481c2ba246ec18ac49bfe12987a,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,354fcaee7114251f7b63dcd7580e952a69504ce0ddc732cdcadbc6c37498c878,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,9747c0f511c97e3a6dc8e983056f21636eb8e44ce3f45b25ad192b436961a7e4,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,19f9e52abb824dfaf50b8eed8b8e3fd36879115ddfb9dc7df2713808b59d7fe0,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,5019290b64f64cb9fb8886bb7dfca61519c80bb4b7a89891239b739e2addd7c1,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,47db079ac03a9d22b63391f93fad69346af47a8bec5b9bea0315cf997355ec12,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,38a34a57c337020865a5f68687af2ddd86f76de852bc8ae575ae6232e49ade6a,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,4b9ed637bdcc366a4b504e76bc5b89f872f2aaedea5505e3c80051684206dcda,0.05,low,True,True,True,True,True,True,True
junyi,gpt-5.4,b1e2c477fc2cf71cb8c657eeab3b011084944c99c06599a73ffa727087c3e6e6,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,aea5222e6d94978a97382d3393a70ba7137ced23b4100f5a657ac3ddbfc00d19,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,07557e1d08bad539aa260b0c726500e22eca3e980973c9a6ef449bbfbe834681,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,638e4970722e56d5d23088f350c7ba480126bf5e628b0afea69fa838cb5f934a,0.05,low,True,True,True,True,True,True,True
junyi,gpt-5.4,0ce8ed00b5b41920bcb4c757e1ef74dfe2e8ae7a3d7958eecfaed0d6c8e4fc53,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,53e7ee383e0678f3b6bf26341a4f3836082fbde00e8f9b46fbe6146856de1381,0.93,high,True,True,True,True,True,True,True
junyi,gpt-5.4,d893cf4e1e7e3ab6097406f54898f09cf059dff4bd2718929a34165958fc69f9,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,fd3131318d8df1f977b07293d86253b2599eef625fa8018dacb325ce43b18773,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,7e960fb6842253f9604967efe9966de45ef3304ffba26270226f27cf46d87aea,0.05,low,True,True,True,True,True,True,True
junyi,gpt-5.4,e72f8a4d8b60a7926270edf34c3a0cb8e6731bfd65c6d4b011f4fd3f31ec436b,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,2a1a1c9f0f666cf6a1d63ddcd1a2b8fd44fb27c6ec422b6c7f742dc0a618d09c,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a87b892a14cb1e1937eacbddc1ab395b11ba1448bd499b669bfee3b3e2b93436,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,4a1bd671bcaf0e3889bda36e94795e398a36c563a4930b166c5f6d35654c6d40,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,ad8df3d80c38cd3ca4f240a0b861f29b9445ffcff60ecbdba8d0e67752156206,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,20f71d1a1b8b7f0179e3ad0365be54804efd10afe1f8af99e03b40f3385c2250,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,20cd5773591424c679258cc370db1cf50c484c95501392add37331122883759e,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,87764ef4cf93f16c78dd24934d84e379f0660e802032c9dd9093741bc3006996,0.12,low,True,True,True,True,True,True,True
junyi,gpt-5.4,62b2c46cfbcb270641d88e26766f08b4d916ac9595062319a8350fb0e5805a7d,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,eefa90ddbe0d376dc26c8be68de68eb2022f2d31f572ca9c0f9534f7e28c09b9,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,6906fdf005f208e4a76f1a56cf85e34df03250ec067eb91b8da3d3ed75b9b174,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,370f44b7e38851f6b4a78229e30f1d8a8d923b7c7a0fde2eb9eee3712ca5d408,0.98,high,True,True,True,True,True,True,True
